相対論,1,Monday,FALSE,こんにちは
物理学演習IIA,3,Monday,FALSE,0
熱力学,2,Wednesday,FALSE,0
複素関数,3,Wednesday,FALSE,0
スポーツ実技,4,Wednesday,FALSE,0
解析力学,5,Wednesday,FALSE,0
日本文化,1,Tuesday,TRUE,0
